annee;UAI;libelle;region;dont_apprentis_eple;taux_poursuite_etudes;taux_emploi_6_mois;taux_emploi_6_mois_attendu;va_emploi_6_mois;taux_emploi_12_mois;taux_emploi_18_mois;taux_emploi_24_mois;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
cumul 2020-2021;0880152M;Lycée polyvalent Georges Baumont - Lycée des métiers  de l'ingénierie et des créations industrielles;GRAND EST;ensemble;59.0;54.0;42.0;12.0;59.0;;;59;22;19
cumul 2020-2021;0881623L;Lycée professionnel privé Horticulture et Paysage;GRAND EST;ensemble;;;;;;;;;;
cumul 2020-2021;0890053Z;Lycée professionnel Pierre et Marie Curie - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;60.0;35.0;33.0;2.0;47.0;;;60;14;26
cumul 2020-2021;0910628N;Lycée professionnel Paul Belmondo;ILE-DE-FRANCE;ensemble;54.0;32.0;33.0;-1.0;43.0;;;54;15;31
cumul 2020-2021;0910629P;Lycée professionnel Chateau des Coudraies, lycée des métiers de bouche et d'hôtellerie;ILE-DE-FRANCE;dont élèves en voie pro sco;55.0;39.0;39.0;1.0;47.0;;;55;18;27
cumul 2020-2021;0920141D;Lycée polyvalent Joliot-Curie;ILE-DE-FRANCE;dont élèves en voie pro sco;45.0;43.0;43.0;-1.0;52.0;;;45;23;32
cumul 2020-2021;0920799U;Lycée général et technologique Richelieu;ILE-DE-FRANCE;ensemble;27.0;51.0;53.0;-2.0;63.0;;;27;38;35
cumul 2020-2021;0920928J;Lycée général et technologique privé La Salle Passy Buzenval;ILE-DE-FRANCE;ensemble;48.0;;;;;;;48;24;28
cumul 2020-2021;0922249V;Lycée polyvalent Montesquieu;ILE-DE-FRANCE;ensemble;61.0;29.0;29.0;1.0;42.0;;;61;11;28
cumul 2020-2021;0922464D;Lycée polyvalent Louise Michel;ILE-DE-FRANCE;ensemble;45.0;36.0;36.0;0.0;38.0;;;45;20;35
cumul 2020-2021;0940129E;Lycée polyvalent Jean Macé - Lycée des métiers de la métallurgie, de la maintenance industrielle et électronique;ILE-DE-FRANCE;dont apprentis;28.0;58.0;70.0;-12.0;61.0;;;28;42;30
cumul 2020-2021;0940319L;Lycée d'enseignement adapté François Cavanna;ILE-DE-FRANCE;ensemble;47.0;15.0;24.0;-9.0;30.0;;;47;8;45
cumul 2020-2021;0941347D;Lycée général et technologique Pablo Picasso;ILE-DE-FRANCE;ensemble;46.0;50.0;56.0;-6.0;63.0;;;46;27;27
cumul 2020-2021;0941474S;Lycée polyvalent Darius Milhaud;ILE-DE-FRANCE;ensemble;45.0;42.0;40.0;2.0;43.0;;;45;23;32
cumul 2020-2021;0951282C;Lycée professionnel du Vexin, lycée des métiers de la sécurité;ILE-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2020-2021;0951637N;Lycée général et technologique Galilée;ILE-DE-FRANCE;ensemble;46.0;48.0;54.0;-5.0;59.0;;;46;26;28
cumul 2020-2021;0951811C;Lycée polyvalent Fernand et Nadia Léger, lycée des métiers du social, de la santé, des services;ILE-DE-FRANCE;ensemble;49.0;31.0;32.0;-1.0;38.0;;;49;16;35
cumul 2020-2021;0951974E;Lycée polyvalent Louis Armand;ILE-DE-FRANCE;ensemble;48.0;25.0;33.0;-8.0;35.0;;;48;13;39
cumul 2020-2021;6200004K;Lycée professionnel Finosello Ajaccio;CORSE;ensemble;44.0;24.0;31.0;-7.0;53.0;;;44;13;43
cumul 2020-2021;6200636X;Etablissement régional d'enseignement adapté Ajaccio;CORSE;dont élèves en voie pro sco;33.0;22.0;21.0;2.0;35.0;;;33;15;52
cumul 2020-2021;7200073S;Lycée général privé Pensionnat Jeanne d'Arc Bastia;CORSE;ensemble;62.0;;;;;;;62;15;23
cumul 2020-2021;9710418C;Lycée professionnel Paul Lacavé - Lycée des métiers de l'automobile;GUADELOUPE;ensemble;42.0;15.0;23.0;-8.0;23.0;;;42;9;49
cumul 2020-2021;9710709U;Lycée professionnel Gerty Archimède;GUADELOUPE;ensemble;40.0;10.0;18.0;-8.0;16.0;;;40;6;54
cumul 2020-2021;9730196A;Lycée général et technologique Léon-Gontran Damas;GUYANE;ensemble;45.0;34.0;46.0;-12.0;51.0;;;45;19;36
cumul 2020-2021;9730196A;Lycée général et technologique Léon-Gontran Damas;GUYANE;dont élèves en voie pro sco;45.0;34.0;46.0;-12.0;52.0;;;45;19;36
cumul 2020-2021;9730308X;Lycée polyvalent Elie Castor;GUYANE;dont apprentis;;;;;;;;;;
cumul 2020-2021;9730309Y;Lycée polyvalent Melkior-Garré - Lycée des métiers de l'hôtellerie et de la restauration;GUYANE;ensemble;36.0;14.0;15.0;-1.0;15.0;;;36;9;55
cumul 2020-2021;9730328U;Lycée polyvalent privé Anne-Marie Javouhey;GUYANE;ensemble;63.0;16.0;21.0;-5.0;23.0;;;63;6;31
cumul 2020-2021;9730514W;Lycée polyvalent Balata;GUYANE;dont élèves en voie pro sco;27.0;10.0;16.0;-6.0;18.0;;;27;7;66
cumul 2020-2021;9740054R;Lycée général et technologique Lislet Geoffroy;LA REUNION;dont élèves en voie pro sco;47.0;40.0;36.0;4.0;60.0;;;47;21;32
cumul 2020-2021;9740472V;Lycée professionnel Patu de Rosemont- Lycée des métiers de la maintenance et de la sécurité;LA REUNION;dont apprentis;;;;;;;;;;
cumul 2020-2021;9740934X;Lycée professionnel Paul Langevin;LA REUNION;ensemble;53.0;9.0;14.0;-4.0;21.0;;;53;4;43
cumul 2019-2020;0010099C;Lycée professionnel privé Saint Joseph - Lycée des métier des services administratifs et commerciaux - Lycée des métiers de l'électronique;AUVERGNE-RHONE-ALPES;ensemble;66.0;48.0;40.0;8.0;51.0;;;;;
cumul 2019-2020;0011118K;Lycée professionnel Gabriel Voisin - Lycée des métiers de l'automobile, du transport et de la logistique, de la propreté;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;36.0;49.0;45.0;5.0;58.0;;;;;
cumul 2019-2020;0020052W;Lycée professionnel Colard Noël - Lycée des métiers du bâtiment et de l'hôtellerie;HAUTS-DE-FRANCE;ensemble;49.0;27.0;26.0;1.0;34.0;;;;;
cumul 2019-2020;0031082K;Lycée polyvalent Valéry Larbaud;AUVERGNE-RHONE-ALPES;ensemble;42.0;52.0;45.0;7.0;60.0;;;;;
cumul 2019-2020;0050005D;Lycée professionnel Alpes et Durance - Lycée des Métiers pluri-actifs du bois et de l'habitat de montagne;PROVENCE-ALPES-COTE D'AZUR;ensemble;56.0;27.0;39.0;-12.0;48.0;;;;;
cumul 2019-2020;0050027C;Lycée professionnel Pierre Mendès France;PROVENCE-ALPES-COTE D'AZUR;ensemble;59.0;29.0;29.0;;48.0;;;;;
cumul 2019-2020;0060001U;Lycée général et technologique Jacques Audiberti;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;37.0;52.0;54.0;-2.0;60.0;;;;;
cumul 2019-2020;0060027X;Lycée professionnel Pierre et Marie Curie - Lycée des métiers de l'enseigne, de la signalétique et du développement durable;PROVENCE-ALPES-COTE D'AZUR;ensemble;41.0;19.0;31.0;-11.0;27.0;;;;;
cumul 2019-2020;0060028Y;Lycée professionnel Paul Valéry - Lycée des métiers de la restauration;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;;;;;;;;;;
cumul 2019-2020;0060042N;Lycée professionnel Les Palmiers;PROVENCE-ALPES-COTE D'AZUR;ensemble;40.0;29.0;30.0;-1.0;38.0;;;;;
cumul 2019-2020;0090013R;Lycée polyvalent Mirepoix;OCCITANIE;dont élèves en voie pro sco;51.0;53.0;50.0;3.0;47.0;;;;;
cumul 2019-2020;0090019X;Lycée professionnel Aristide Bergès - Lycée des métiers bâtiment, habitat dans le développement durable;OCCITANIE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0090481Z;Etablissement régional d'enseignement adapté Guy Villeroux;OCCITANIE;ensemble;36.0;30.0;28.0;2.0;43.0;;;;;
cumul 2019-2020;0132974M;Lycée polyvalent Hôtelier Régional Lycée des Métiers de l'hôtellerie du tourisme et de l'alimentation;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;31.0;56.0;47.0;9.0;65.0;;;;;
cumul 2019-2020;0141178E;Lycée technologique privé Sainte Ursule;NORMANDIE;ensemble;44.0;59.0;56.0;3.0;69.0;;;;;
cumul 2019-2020;0141274J;Lycée polyvalent Arcisse de Caumont - Lycée des métiers du transport et de la logistique;NORMANDIE;dont élèves en voie pro sco;41.0;44.0;44.0;;61.0;;;;;
cumul 2019-2020;0171405K;Lycée Polyvalent Hôtelier du Parc de la Francophonie;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;43.0;53.0;47.0;6.0;78.0;;;;;
cumul 2019-2020;0171455P;Lycée polyvalent Marcel Dassault - Lycée des métiers de la plasturgie, de la productique et de l'outillage;NOUVELLE-AQUITAINE;dont apprentis;35.0;42.0;54.0;-12.0;65.0;;;;;
cumul 2019-2020;0190027B;Lycée professionnel Marcel Barbanceys- Lycée des métiers de la Maintenance des Matériels;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0210018F;Lycée polyvalent Hippolyte Fontaine, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;83.0;78.0;5.0;87.0;;;;;
cumul 2019-2020;0220102S;Lycée général et technologique privé Saint Joseph - Bossuet;BRETAGNE;ensemble;36.0;29.0;41.0;-12.0;65.0;;;;;
cumul 2019-2020;0230002C;Lycée général et technologique Eugène Jamot;NOUVELLE-AQUITAINE;ensemble;37.0;23.0;35.0;-12.0;45.0;;;;;
cumul 2019-2020;0230025C;Lycée général et technologique Raymond Loewy;NOUVELLE-AQUITAINE;ensemble;67.0;29.0;41.0;-12.0;21.0;;;;;
cumul 2019-2020;0240005A;Lycée général et technologique Maine de Biran;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;46.0;51.0;51.0;;65.0;;;;;
cumul 2019-2020;0240006B;Lycée professionnel Hélène Duc - Lycée des métiers Sud Périgord;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0240112S;Etablissement régional d'enseignement adapté Joël Jeannot;NOUVELLE-AQUITAINE;ensemble;51.0;16.0;18.0;-2.0;26.0;;;;;
cumul 2019-2020;0261100E;Lycée Professionnel Amblard - Lycée des métiers d'art, de la bijouterie-joaillerie;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0261397C;Lycée polyvalent Henri Laurens - Lycée des métiers de l'automobile;AUVERGNE-RHONE-ALPES;ensemble;43.0;58.0;46.0;12.0;69.0;;;;;
cumul 2019-2020;0280700J;Lycée professionnel Jean-Félix Paulsen - Lycée des métiers des services, de l'électrotechnique et de la maintenance industrielle;CENTRE-VAL DE LOIRE;ensemble;47.0;25.0;29.0;-3.0;29.0;;;;;
cumul 2019-2020;0290012F;Lycée polyvalent Vauban;BRETAGNE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0290130J;Lycée professionnel de Pleyben - Lycée des métiers du bâtiment et de l'écoconstruction;BRETAGNE;dont élèves en voie pro sco;60.0;51.0;39.0;12.0;53.0;;;;;
cumul 2019-2020;0290130J;Lycée professionnel de Pleyben - Lycée des métiers du bâtiment et de l'écoconstruction;BRETAGNE;dont apprentis;38.0;83.0;72.0;11.0;83.0;;;;;
cumul 2019-2020;0290207T;Lycée professionnel privé Notre-Dame du Kreisker;BRETAGNE;ensemble;65.0;58.0;46.0;12.0;62.0;;;;;
cumul 2019-2020;0300002P;Lycée polyvalent Jean-Baptiste Dumas, Lycée des métiers du travail social, de la mécanique et des pluritechnologies;OCCITANIE;dont élèves en voie pro sco;49.0;27.0;29.0;-2.0;39.0;;;;;
cumul 2019-2020;0300041G;Lycée professionnel  Marie Curie, lycée des métiers de l'hôtellerie et de la restauration;OCCITANIE;ensemble;43.0;36.0;39.0;-3.0;56.0;;;;;
cumul 2019-2020;0300950V;Lycée polyvalent Albert Einstein;OCCITANIE;dont élèves en voie pro sco;48.0;30.0;36.0;-6.0;44.0;;;;;
cumul 2019-2020;0310044E;Lycée polyvalent Déodat de Séverac;OCCITANIE;ensemble;50.0;46.0;49.0;-3.0;53.0;;;;;
cumul 2019-2020;0311177L;Lycée technologique privé  Social et technique Limayrac;OCCITANIE;ensemble;43.0;38.0;49.0;-12.0;49.0;;;;;
cumul 2019-2020;0312059V;Lycée professionnel privé Billières;OCCITANIE;ensemble;;;;;;;;;;
cumul 2019-2020;0320030J;Lycée professionnel Clément Ader - Lycée des métiers de l'électrotechnique, de la maintenance et de l'usinage;OCCITANIE;dont élèves en voie pro sco;50.0;51.0;41.0;10.0;49.0;;;;;
cumul 2019-2020;0330018R;Lycée professionnel Léonard de Vinci;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;46.0;55.0;43.0;12.0;67.0;;;;;
cumul 2019-2020;0330076D;Lycée professionnel Charles Péguy - Lycée des métiers de l'industrie et de l'artisanat;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;53.0;32.0;34.0;-2.0;50.0;;;;;
cumul 2019-2020;0330114V;Lycée professionnel Paul Broca;NOUVELLE-AQUITAINE;ensemble;38.0;31.0;26.0;5.0;37.0;;;;;
cumul 2019-2020;0332722E;Lycée général et technologique Pape Clément;NOUVELLE-AQUITAINE;dont apprentis;15.0;;;;;;;;;
cumul 2019-2020;0332744D;Lycée général et technologique Elie Faure;NOUVELLE-AQUITAINE;dont apprentis;62.0;;;;;;;;;
cumul 2019-2020;0350031U;Lycée professionnel Jean Jaurès - Lycée des métiers;BRETAGNE;ensemble;62.0;52.0;40.0;12.0;55.0;;;;;
cumul 2019-2020;0360043B;Lycée polyvalent Blaise Pascal;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;46.0;41.0;46.0;-5.0;50.0;;;;;
cumul 2019-2020;0380010E;Lycée professionnel Gambetta;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49.0;39.0;35.0;4.0;49.0;;;;;
cumul 2019-2020;0380073Y;Lycée polyvalent Elie Cartan - Lycée des métiers des équipements industriels et du textile;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0380083J;Lycée polyvalent Galilée - Lycée des métiers de la chimie et des process industriels;AUVERGNE-RHONE-ALPES;ensemble;38.0;43.0;39.0;4.0;52.0;;;;;
cumul 2019-2020;0382031B;Lycée professionnel Thomas Edison;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0382274R;Lycée professionnel Françoise Dolto - Lycée des métiers de la santé et du social;AUVERGNE-RHONE-ALPES;ensemble;51.0;55.0;45.0;10.0;59.0;;;;;
cumul 2019-2020;0390029V;Lycée polyvalent des métiers du bois;BOURGOGNE-FRANCHE-COMTE;ensemble;52.0;73.0;63.0;10.0;78.0;;;;;
cumul 2019-2020;0400018C;Lycée général et technologique Charles Despiau;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0401002X;Lycée polyvalent Haroun Tazieff - Lycée des métiers du bois;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;39.0;40.0;41.0;-2.0;53.0;;;;;
cumul 2019-2020;0410031L;Lycée professionnel André Ampère - Lycée des métiersde la maintenance et des services à l'industrie;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;48.0;31.0;36.0;-5.0;45.0;;;;;
cumul 2019-2020;0420034J;Lycée général et technologique Carnot;AUVERGNE-RHONE-ALPES;ensemble;42.0;;;;;;;;;
cumul 2019-2020;0420040R;Lycée général et technologique Claude Lebois - Lycée des métiers transport et logistique - Lycée des métiers chaudronnerie et usinage;AUVERGNE-RHONE-ALPES;ensemble;32.0;80.0;68.0;12.0;76.0;;;;;
cumul 2019-2020;0421006R;Lycée professionnel privé Saint Ennemond - Lycée des métiers de l'accompagnement de la personne et des organisations;AUVERGNE-RHONE-ALPES;ensemble;41.0;30.0;29.0;1.0;36.0;;;;;
cumul 2019-2020;0421489R;Lycée professionnel Etienne Legrand - Lycée des métiers du bois, du métal et des services à la personne;AUVERGNE-RHONE-ALPES;ensemble;43.0;22.0;31.0;-9.0;38.0;;;;;
cumul 2019-2020;0422158T;Lycée polyvalent privé La Salésienne - Lycée des métiers des technologies de la santé, des soins et services aux personnes et aux collectivités;AUVERGNE-RHONE-ALPES;ensemble;52.0;19.0;30.0;-11.0;33.0;;;;;
cumul 2019-2020;0440541Z;Lycée professionnel des Trois Rivières;PAYS DE LA LOIRE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0450040Z;Lycée général et technologique en Forêt;CENTRE-VAL DE LOIRE;ensemble;29.0;56.0;55.0;1.0;56.0;;;;;
cumul 2019-2020;0451067R;Lycée professionnel Jean Lurçat - Lycée des métiers de l'énergie, des structures métalliques et du tertiaire;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;44.0;44.0;39.0;5.0;51.0;;;;;
cumul 2019-2020;0470753N;Etablissement régional d'enseignement adapté Marie Claude Riche;NOUVELLE-AQUITAINE;ensemble;61.0;;;;;;;;;
cumul 2019-2020;0490782J;Lycée polyvalent Blaise Pascal;PAYS DE LA LOIRE;ensemble;46.0;39.0;43.0;-4.0;53.0;;;;;
cumul 2019-2020;0490784L;Lycée professionnel Henri Dunant;PAYS DE LA LOIRE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0500017X;Lycée polyvalent Alexis de Tocqueville;NORMANDIE;ensemble;48.0;57.0;51.0;5.0;63.0;;;;;
cumul 2019-2020;0501850P;Lycée polyvalent Maurice Marland;NORMANDIE;ensemble;52.0;43.0;44.0;-1.0;60.0;;;;;
cumul 2019-2020;0502009M;Lycée professionnel Thomas Pesquet - Lycée des métiers-;NORMANDIE;ensemble;53.0;35.0;40.0;-5.0;43.0;;;;;
cumul 2019-2020;0510035L;Lycée général et technologique Hugues Libergier - Lycée des métiers des biotechnologies, de la chimie, du social et de l'assistance au management;GRAND EST;ensemble;41.0;48.0;51.0;-3.0;57.0;;;;;
cumul 2019-2020;0510036M;Lycée professionnel Gustave Eiffel - Lycée des métiers de l'automobile, de l'hôtellerie-restauration et de l'alimentation;GRAND EST;dont apprentis;;;;;;;;;;
cumul 2019-2020;0510053F;Lycée polyvalent La Fontaine du Vé;GRAND EST;ensemble;46.0;24.0;27.0;-3.0;40.0;;;;;
cumul 2019-2020;0510068X;Lycée polyvalent Européen Stéphane Hessel - Lycée des métiers industriels et tertiaires du vignoble;GRAND EST;ensemble;44.0;34.0;42.0;-8.0;42.0;;;;;
cumul 2019-2020;0511430C;Lycée professionnel Joliot-Curie - Lycée des métiers de la sécurité, de la relation client et des services administratifs;GRAND EST;ensemble;51.0;31.0;36.0;-5.0;33.0;;;;;
cumul 2019-2020;0530778H;Lycée professionnel Gaston Lesnard - Lycée des métiers du bâtiment;PAYS DE LA LOIRE;ensemble;51.0;57.0;48.0;9.0;59.0;;;;;
cumul 2019-2020;0541268K;Etablissement régional d'enseignement adapté François Richard JOUBERT;GRAND EST;ensemble;40.0;;;;;;;;;
cumul 2019-2020;0560027A;Lycée professionnel Marie Le Franc - Lycée des métiers de la vente - Lycée des métiers des services à la personne;BRETAGNE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0560117Y;Lycée général et technologique privé Saint Paul;BRETAGNE;ensemble;31.0;55.0;57.0;-2.0;67.0;;;;;
cumul 2019-2020;0570283Y;Lycée professionnel privée St Etienne;GRAND EST;ensemble;60.0;28.0;31.0;-3.0;40.0;;;;;
cumul 2019-2020;0572590F;Lycée polyvalent Gustave Eiffel - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;41.0;48.0;48.0;;54.0;;;;;
cumul 2019-2020;0573211F;Lycée André Citroen - Lycée des métiers de l'automobile;GRAND EST;dont élèves en voie pro sco;40.0;26.0;37.0;-11.0;39.0;;;;;
cumul 2019-2020;0573320Z;Lycée polyvalent Raymond Mondon - Lycée des métiers de l'hôtellerie-restauration;GRAND EST;dont apprentis;27.0;60.0;49.0;12.0;66.0;;;;;
cumul 2019-2020;0573519R;Lycée technologique privé Saint André;GRAND EST;ensemble;51.0;69.0;57.0;12.0;73.0;;;;;
cumul 2019-2020;0580753D;Lycée général et technologique Alain Colas;BOURGOGNE-FRANCHE-COMTE;ensemble;75.0;;;;;;;;;
cumul 2019-2020;0590034S;Lycée général et technologique Paul Duez;HAUTS-DE-FRANCE;ensemble;28.0;46.0;51.0;-5.0;54.0;;;;;
cumul 2019-2020;0593006X;Lycée polyvalent privé Notre-Dame d'Annay;HAUTS-DE-FRANCE;ensemble;43.0;43.0;40.0;3.0;36.0;;;;;
cumul 2019-2020;0593077Z;Lycée polyvalent privé Saint Joseph;HAUTS-DE-FRANCE;ensemble;65.0;31.0;41.0;-9.0;39.0;;;;;
cumul 2019-2020;0593117T;Lycée polyvalent privé La Salle;HAUTS-DE-FRANCE;ensemble;56.0;45.0;49.0;-4.0;53.0;;;;;
cumul 2019-2020;0600048B;Lycée professionnel Donation de Rothschild;HAUTS-DE-FRANCE;ensemble;49.0;37.0;34.0;2.0;45.0;;;;;
cumul 2019-2020;0601787S;Lycée professionnel Roberval - Lycée des métiers;HAUTS-DE-FRANCE;dont élèves en voie pro sco;49.0;27.0;31.0;-4.0;42.0;;;;;
cumul 2019-2020;0601845E;Lycée professionnel de la Forêt - Lycée des métiers des services aux entreprises;HAUTS-DE-FRANCE;ensemble;49.0;30.0;33.0;-3.0;40.0;;;;;
cumul 2019-2020;0601864A;Lycée d'enseignement général et technologique André Malraux;HAUTS-DE-FRANCE;ensemble;25.0;63.0;54.0;9.0;63.0;;;;;
cumul 2019-2020;0610026X;Lycée polyvalent Napoleon;NORMANDIE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0620093P;Lycée général et technologique Fernand Darchicourt;HAUTS-DE-FRANCE;dont apprentis;25.0;69.0;63.0;6.0;69.0;;;;;
cumul 2019-2020;0622199D;Lycée polyvalent privé Saint Denis;HAUTS-DE-FRANCE;ensemble;42.0;54.0;55.0;-1.0;59.0;;;;;
cumul 2019-2020;0624141P;Lycée polyvalent Léonard de Vinci;HAUTS-DE-FRANCE;dont apprentis;18.0;75.0;78.0;-3.0;83.0;;;;;
cumul 2019-2020;0630041C;Lycée professionnel Henri Sainte Claire Deville - Lycée des métiers des technologies industrielles;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;54.0;50.0;40.0;10.0;60.0;;;;;
cumul 2019-2020;0630068G;Lycée général et technologique Montdory;AUVERGNE-RHONE-ALPES;ensemble;35.0;58.0;55.0;3.0;79.0;;;;;
cumul 2019-2020;0631409P;Lycée professionnel Camille Claudel - Lycée des métiers du génie électrique, de la prévention et de la sécurité;AUVERGNE-RHONE-ALPES;ensemble;46.0;41.0;38.0;4.0;50.0;;;;;
cumul 2019-2020;0631480S;Lycée professionnel Pierre Boulanger - Lycée des métiers des transports, de la logistique et de la maintenance automobile;AUVERGNE-RHONE-ALPES;ensemble;42.0;65.0;53.0;12.0;74.0;;;;;
cumul 2019-2020;0640017W;Lycée général expérimental André Malraux;NOUVELLE-AQUITAINE;ensemble;27.0;;;;;;;;;
cumul 2019-2020;0640026F;Lycée professionnel - Lycée des métiers de l'habitat et de l'industrie;NOUVELLE-AQUITAINE;dont apprentis;42.0;85.0;73.0;12.0;92.0;;;;;
cumul 2019-2020;0640040W;Lycée professionnel Jean-Pierre Champo - Lycée des métiers de la maintenance;NOUVELLE-AQUITAINE;dont apprentis;25.0;;;;;;;;;
cumul 2019-2020;0640176U;Institut du travail social Pierre Bourdieu;NOUVELLE-AQUITAINE;ensemble;30.0;22.0;34.0;-12.0;53.0;;;;;
cumul 2019-2020;0670050R;Lycée professionnel Paul-Emile Victor - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;51.0;39.0;42.0;-3.0;46.0;;;;;
cumul 2019-2020;0670127Z;Lycée professionnel  Jean-Frédéric Oberlin - Lycée des métiers;GRAND EST;ensemble;34.0;49.0;49.0;-1.0;55.0;;;;;
cumul 2019-2020;0680034T;Lycée général et technologique Louis Armand;GRAND EST;dont élèves en voie pro sco;34.0;39.0;49.0;-10.0;44.0;;;;;
cumul 2019-2020;0681656F;Lycée professionnel privé Institution Saint Jean;GRAND EST;ensemble;62.0;25.0;35.0;-11.0;37.0;;;;;
cumul 2019-2020;0681809X;Lycée polyvalent E. Bugatti - Lycée  des métiers de l'automobile, du transport et de la logistique;GRAND EST;ensemble;34.0;34.0;39.0;-5.0;42.0;;;;;
cumul 2019-2020;0690003D;Lycée professionnel Barthélémy Thimonnier - Lycée des métiers des services aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0690048C;Lycée professionnel Diderot - Lycée des métiers du textile, de l'habillement et de la maintenance industrielle;AUVERGNE-RHONE-ALPES;ensemble;46.0;39.0;42.0;-2.0;44.0;;;;;
cumul 2019-2020;0690103M;Lycée polyvalent Frédéric Fays - Lycée des métiers des techniques de conception et de production;AUVERGNE-RHONE-ALPES;ensemble;42.0;51.0;49.0;2.0;46.0;;;;;
cumul 2019-2020;0690129R;Lycée professionnel Edmond Labbé - Lycée des métiers de l'énergie;AUVERGNE-RHONE-ALPES;ensemble;48.0;41.0;48.0;-6.0;36.0;;;;;
cumul 2019-2020;0690129R;Lycée professionnel Edmond Labbé - Lycée des métiers de l'énergie;AUVERGNE-RHONE-ALPES;dont apprentis;30.0;;;;;;;;;
cumul 2019-2020;0690646C;Lycée technologique privé Carrel;AUVERGNE-RHONE-ALPES;ensemble;31.0;51.0;53.0;-2.0;55.0;;;;;
cumul 2019-2020;0690653K;Lycée professionnel privé Orsel;AUVERGNE-RHONE-ALPES;ensemble;51.0;45.0;42.0;3.0;43.0;;;;;
cumul 2019-2020;0693045K;Lycée professionnel Les Canuts - Lycée des métiers de l'électrotechnique - Lycée des métiers de la vente;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0693504J;Lycée polyvalent François Rabelais;AUVERGNE-RHONE-ALPES;ensemble;36.0;64.0;52.0;12.0;70.0;;;;;
cumul 2019-2020;0700905D;Lycée polyvalent Edouard Belin - Lycée des métiers de l'ingénierie numérique;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;44.0;47.0;49.0;-2.0;50.0;;;;;
cumul 2019-2020;0701052N;Lycée général et technologique Les Haberges;BOURGOGNE-FRANCHE-COMTE;ensemble;26.0;58.0;52.0;6.0;60.0;;;;;
cumul 2019-2020;0710001R;Lycée polyvalent Bonaparte;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0710048S;Lycée polyvalent René Cassin, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont apprentis;13.0;85.0;79.0;6.0;75.0;;;;;
cumul 2019-2020;0711137A;Lycée général et technologique Camille Claudel;BOURGOGNE-FRANCHE-COMTE;ensemble;30.0;60.0;60.0;;77.0;;;;;
cumul 2019-2020;0711322B;Lycée Camille DU GAST-Thomas DUMOREY;BOURGOGNE-FRANCHE-COMTE;ensemble;46.0;58.0;46.0;12.0;64.0;;;;;
cumul 2019-2020;0730005J;Lycée polyvalent Jean Moulin;AUVERGNE-RHONE-ALPES;ensemble;38.0;61.0;57.0;4.0;61.0;;;;;
cumul 2019-2020;0730016W;Lycée polyvalent Monge - Lycée des métiers de la création industrielle;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;43.0;53.0;54.0;-1.0;65.0;;;;;
cumul 2019-2020;0740062R;Lycée professionnel A.Gordini;AUVERGNE-RHONE-ALPES;ensemble;39.0;59.0;50.0;9.0;70.0;;;;;
