annee;UAI;libelle;region;dont_apprentis_eple;taux_poursuite_etudes;taux_emploi_6_mois;taux_emploi_6_mois_attendu;va_emploi_6_mois;taux_emploi_12_mois;taux_emploi_18_mois;taux_emploi_24_mois;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
cumul 2018-2019;0932047V;Lycée polyvalent Evariste Galois - Lycée des métiers de l'audiovisuel;ILE-DE-FRANCE;ensemble;52.0;49.0;42.0;7.0;52.0;56.0;54.0;;;
cumul 2018-2019;0932116V;Lycée polyvalent Eugénie Cotton - Lycée des métiers création graphique, numérique et développement de l'entreprise;ILE-DE-FRANCE;ensemble;55.0;35.0;34.0;1.0;35.0;37.0;40.0;;;
cumul 2018-2019;0932116V;Lycée polyvalent Eugénie Cotton - Lycée des métiers création graphique, numérique et développement de l'entreprise;ILE-DE-FRANCE;dont élèves en voie pro sco;55.0;35.0;33.0;1.0;36.0;38.0;40.0;;;
cumul 2018-2019;0932120Z;Lycée polyvalent Henri Sellier - Lycée des métiers de la santé et du social;ILE-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2018-2019;0932122B;Lycée polyvalent d'Alembert;ILE-DE-FRANCE;ensemble;47.0;30.0;33.0;-4.0;29.0;37.0;38.0;;;
cumul 2018-2019;0932267J;Lycée polyvalent Liberté - Lycée des métiers du laboratoire et de la santé;ILE-DE-FRANCE;ensemble;31.0;63.0;65.0;-2.0;61.0;64.0;64.0;;;
cumul 2018-2019;0940112L;Lycée polyvalent Louise Michel - Lycée des métiers de la santé;ILE-DE-FRANCE;ensemble;49.0;40.0;31.0;9.0;40.0;45.0;49.0;;;
cumul 2018-2019;0940116R;Lycée général et technologique Eugène Delacroix;ILE-DE-FRANCE;ensemble;33.0;53.0;52.0;1.0;50.0;55.0;53.0;;;
cumul 2018-2019;0940126B;Lycée polyvalent Maximilien Perret - Lycée des métiers de l'énergie et du génie climatique;ILE-DE-FRANCE;ensemble;44.0;49.0;48.0;2.0;55.0;56.0;62.0;;;
cumul 2018-2019;0940129E;Lycée polyvalent Jean Macé - Lycée des métiers de la métallurgie, de la maintenance industrielle et électronique;ILE-DE-FRANCE;dont élèves en voie pro sco;52.0;46.0;45.0;0.0;48.0;57.0;55.0;;;
cumul 2018-2019;0940129E;Lycée polyvalent Jean Macé - Lycée des métiers de la métallurgie, de la maintenance industrielle et électronique;ILE-DE-FRANCE;dont apprentis;23.0;57.0;69.0;-12.0;66.0;66.0;68.0;;;
cumul 2018-2019;0940134K;Lycée professionnel Val de Bièvre;ILE-DE-FRANCE;ensemble;61.0;17.0;24.0;-7.0;22.0;30.0;22.0;;;
cumul 2018-2019;0940145X;Lycée professionnel Camille Claudel;ILE-DE-FRANCE;ensemble;47.0;35.0;33.0;2.0;31.0;40.0;40.0;;;
cumul 2018-2019;0940823J;Lycée professionnel privé Robert Keller;ILE-DE-FRANCE;ensemble;57.0;32.0;37.0;-5.0;38.0;42.0;51.0;;;
cumul 2018-2019;0940878U;Lycée général et technologique privé Teilhard de Chardin;ILE-DE-FRANCE;ensemble;35.0;55.0;56.0;-1.0;56.0;53.0;57.0;;;
cumul 2018-2019;0941018W;Lycée polyvalent Edouard Branly;ILE-DE-FRANCE;dont élèves en voie pro sco;50.0;36.0;44.0;-8.0;48.0;51.0;50.0;;;
cumul 2018-2019;0941018W;Lycée polyvalent Edouard Branly;ILE-DE-FRANCE;dont apprentis;29.0;68.0;70.0;-2.0;68.0;72.0;64.0;;;
cumul 2018-2019;0941301D;Lycée polyvalent Frédéric Mistral;ILE-DE-FRANCE;ensemble;52.0;43.0;41.0;1.0;50.0;50.0;47.0;;;
cumul 2018-2019;0941355M;Lycée polyvalent Paul Bert - Lycée des métiers du commerce et de l'administration;ILE-DE-FRANCE;ensemble;47.0;39.0;41.0;-2.0;38.0;43.0;44.0;;;
cumul 2018-2019;0941355M;Lycée polyvalent Paul Bert - Lycée des métiers du commerce et de l'administration;ILE-DE-FRANCE;dont apprentis;32.0;;;;;;;;;
cumul 2018-2019;0941470M;Lycée polyvalent Samuel de Champlain;ILE-DE-FRANCE;ensemble;35.0;59.0;58.0;1.0;60.0;57.0;65.0;;;
cumul 2018-2019;0941918Z;Lycée polyvalent Christophe Colomb;ILE-DE-FRANCE;ensemble;60.0;30.0;40.0;-10.0;41.0;37.0;40.0;;;
cumul 2018-2019;0941952L;Lycée polyvalent François Arago;ILE-DE-FRANCE;ensemble;44.0;53.0;42.0;11.0;49.0;52.0;52.0;;;
cumul 2018-2019;0942355Z;Lp ensemble sainte marie;ILE-DE-FRANCE;ensemble;47.0;31.0;36.0;-4.0;28.0;41.0;41.0;;;
cumul 2018-2019;0950646L;Lycée général et technologique René Cassin;ILE-DE-FRANCE;ensemble;33.0;69.0;60.0;9.0;74.0;69.0;67.0;;;
cumul 2018-2019;0950648N;Lycée général et technologique Jean-Jacques Rousseau;ILE-DE-FRANCE;ensemble;41.0;60.0;57.0;3.0;57.0;58.0;60.0;;;
cumul 2018-2019;0950656X;Lycée professionnel Le Corbusier, lycée des métiers du bâtiment;ILE-DE-FRANCE;ensemble;57.0;37.0;35.0;1.0;41.0;46.0;53.0;;;
cumul 2018-2019;0950657Y;Lycée professionnel Ferdinand Buisson;ILE-DE-FRANCE;ensemble;42.0;37.0;35.0;2.0;38.0;43.0;44.0;;;
cumul 2018-2019;0950657Y;Lycée professionnel Ferdinand Buisson;ILE-DE-FRANCE;dont apprentis;5.0;;;;;;;;;
cumul 2018-2019;0950667J;Lycée polyvalent Romain Rolland, lycée des métiers de l'industrie, du commerce et des services aux entreprises;ILE-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2018-2019;0950949R;Lycée professionnel Jean Mermoz Lycée des métiers de l'électrotechnique, des services commerciaux et administratifs;ILE-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2018-2019;0951104J;Lycée polyvalent Jean Perrin, lycée des métiers des technologies numériques pour l'industrie et le laboratoire;ILE-DE-FRANCE;ensemble;50.0;39.0;47.0;-8.0;51.0;53.0;56.0;;;
cumul 2018-2019;0951637N;Lycée général et technologique Galilée;ILE-DE-FRANCE;ensemble;41.0;65.0;57.0;8.0;63.0;61.0;67.0;;;
cumul 2018-2019;0951637N;Lycée général et technologique Galilée;ILE-DE-FRANCE;dont élèves en voie pro sco;39.0;64.0;54.0;10.0;62.0;60.0;64.0;;;
cumul 2018-2019;0951763A;Lycée polyvalent Louis Jouvet, Lycée des métiers de la santé et du social;ILE-DE-FRANCE;dont élèves en voie pro sco;57.0;45.0;35.0;11.0;41.0;48.0;49.0;;;
cumul 2018-2019;0951787B;Lycée polyvalent Arthur Rimbaud, lycée de métiers de l'automobile, du commerce et de la logistique;ILE-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2018-2019;0952173W;Lycée polyvalent Eugène Ronceray;ILE-DE-FRANCE;ensemble;48.0;30.0;34.0;-4.0;39.0;36.0;43.0;;;
cumul 2018-2019;6200002H;Lycée général et technologique Laetitia Bonaparte Ajaccio;CORSE;dont élèves en voie pro sco;41.0;50.0;56.0;-6.0;49.0;54.0;61.0;;;
cumul 2018-2019;6200003J;Lycée professionnel Jules Antonini - Ajaccio;CORSE;dont apprentis;;;;;;;;;;
cumul 2018-2019;6200043C;Lycée polyvalent Georges Clémenceau - Sartène;CORSE;ensemble;39.0;;;;;;;;;
cumul 2018-2019;7200009X;Lycée général et technologique Giocante de Casabianca Bastia;CORSE;ensemble;42.0;;;;;;;;;
cumul 2018-2019;7200073S;Lycée général privé Pensionnat Jeanne d'Arc Bastia;CORSE;ensemble;21.0;;;;;;;;;
cumul 2018-2019;7200093N;Lycée professionnel Jean Nicoli Bastia;CORSE;ensemble;45.0;32.0;42.0;-10.0;44.0;33.0;44.0;;;
cumul 2018-2019;7200093N;Lycée professionnel Jean Nicoli Bastia;CORSE;dont élèves en voie pro sco;52.0;30.0;33.0;-3.0;42.0;26.0;40.0;;;
cumul 2018-2019;7200583W;Lycée général et technologique Paul Vincensini - Bastia;CORSE;dont apprentis;;;;;;;;;;
cumul 2018-2019;9710066V;Lycée professionnel privé Pensionnat de Versailles;GUADELOUPE;ensemble;68.0;;;;;;;;;
cumul 2018-2019;9710067W;Lycée professionnel privé Blanchet;GUADELOUPE;ensemble;46.0;16.0;19.0;-2.0;22.0;26.0;30.0;;;
cumul 2018-2019;9710083N;Lycée professionnel privé Boc-Calmet;GUADELOUPE;ensemble;36.0;23.0;27.0;-4.0;27.0;36.0;33.0;;;
cumul 2018-2019;9710709U;Lycée professionnel Gerty Archimède;GUADELOUPE;dont élèves en voie pro sco;40.0;9.0;12.0;-2.0;11.0;19.0;25.0;;;
cumul 2018-2019;9711033W;Lycée polyvalent Pointe Noire;GUADELOUPE;dont apprentis;;;;;;;;;;
cumul 2018-2019;9711046K;Lycée polyvalent Chevalier de Saint Georges - Lycée des métiers de l'ingénierie, des systèmes d'information et de services;GUADELOUPE;ensemble;40.0;19.0;23.0;-4.0;23.0;33.0;39.0;;;
cumul 2018-2019;9720005Y;Lycée professionnel Régional Dumas Jean-Joseph;MARTINIQUE;ensemble;52.0;20.0;20.0;0.0;20.0;27.0;32.0;;;
cumul 2018-2019;9720350Y;Lycée général et technologique Frantz Fanon;MARTINIQUE;ensemble;40.0;40.0;38.0;2.0;43.0;44.0;46.0;;;
cumul 2018-2019;9730094P;Lycée professionnel Jean-Marie Michotte - Lycée des métiers de la maintenance automobile et industrielle;GUYANE;dont apprentis;12.0;50.0;57.0;-7.0;55.0;68.0;73.0;;;
cumul 2018-2019;9730371R;Lycée polyvalent Lumina Sophie;GUYANE;ensemble;39.0;4.0;5.0;-1.0;5.0;7.0;8.0;;;
cumul 2018-2019;9730513V;Lycée Polyvalent Raymond Tarcy;GUYANE;ensemble;29.0;3.0;2.0;1.0;7.0;9.0;12.0;;;
cumul 2018-2019;9730514W;Lycée polyvalent Balata;GUYANE;ensemble;38.0;11.0;16.0;-5.0;11.0;19.0;24.0;;;
cumul 2018-2019;9740015Y;Lycée professionnel Vue Belle - Lycée des métiers du commerce et de la distribution;LA REUNION;ensemble;41.0;11.0;13.0;-2.0;15.0;21.0;26.0;;;
cumul 2018-2019;9740043D;Lycée général et technologique Sarda Garriga;LA REUNION;dont apprentis;;;;;;;;;;
cumul 2018-2019;9740054R;Lycée général et technologique Lislet Geoffroy;LA REUNION;ensemble;46.0;39.0;36.0;3.0;37.0;56.0;57.0;;;
cumul 2018-2019;9740082W;Lycée professionnel Julien de Rontaunay;LA REUNION;ensemble;45.0;15.0;14.0;0.0;18.0;23.0;24.0;;;
cumul 2018-2019;9740479C;Lycée professionnel Amiral Lacaze;LA REUNION;ensemble;49.0;15.0;19.0;-3.0;15.0;29.0;28.0;;;
cumul 2018-2019;9740737H;Lycée professionnel de l'Horizon;LA REUNION;ensemble;47.0;10.0;15.0;-5.0;12.0;22.0;27.0;;;
cumul 2018-2019;9740979W;Lycée polyvalent Jean Hinglo - Lycée des métiers du bâtiment et des travaux publics;LA REUNION;dont élèves en voie pro sco;47.0;21.0;22.0;-1.0;27.0;35.0;40.0;;;
cumul 2018-2019;9741182S;Lycée Polyvalent Jean Joly;LA REUNION;ensemble;44.0;36.0;33.0;3.0;36.0;32.0;43.0;;;
cumul 2018-2019;9741185V;Lycée général et technologique le Verger;LA REUNION;ensemble;41.0;38.0;43.0;-5.0;47.0;56.0;55.0;;;
cumul 2018-2019;9741185V;Lycée général et technologique le Verger;LA REUNION;dont élèves en voie pro sco;43.0;41.0;42.0;-1.0;48.0;54.0;57.0;;;
cumul 2018-2019;9741233X;Lycée polyvalent Nelson Mandela - Lycée des métiers de la gestion des entreprises - administrative, comptable, financière, commerciale, informatique;LA REUNION;ensemble;46.0;22.0;24.0;-2.0;27.0;35.0;36.0;;;
cumul 2018-2019;9741233X;Lycée polyvalent Nelson Mandela - Lycée des métiers de la gestion des entreprises - administrative, comptable, financière, commerciale, informatique;LA REUNION;dont élèves en voie pro sco;46.0;21.0;23.0;-2.0;27.0;35.0;36.0;;;
cumul 2018-2019;9741233X;Lycée polyvalent Nelson Mandela - Lycée des métiers de la gestion des entreprises - administrative, comptable, financière, commerciale, informatique;LA REUNION;dont apprentis;;;;;;;;;;
cumul 2018-2019;9741255W;Lycée polyvalent privé La Salle Saint Charles;LA REUNION;ensemble;45.0;40.0;32.0;7.0;35.0;50.0;49.0;;;
cumul 2018-2019;9741263E;Lycée polyvalent Pierre Lagourgue;LA REUNION;dont apprentis;;;;;;;;;;
cumul 2020-2021;0010001W;Lycée professionnel Alexandre Bérard - Lycée des métiers de l'énergie et de l'habitat;AUVERGNE-RHONE-ALPES;ensemble;54.0;42.0;40.0;2.0;54.0;;;54;19;27
cumul 2020-2021;0010072Y;Lycée polyvalent international;AUVERGNE-RHONE-ALPES;ensemble;31.0;46.0;41.0;5.0;47.0;;;31;32;37
cumul 2020-2021;0020032Z;Lycée général et technologique Paul Claudel;HAUTS-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2020-2021;0020048S;Lycée général et technologique Henri Martin;HAUTS-DE-FRANCE;ensemble;46.0;34.0;38.0;-4.0;39.0;;;46;19;35
cumul 2020-2021;0050008G;Lycée professionnel Paul Héraud;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;;;;;;;;;;
cumul 2020-2021;0060009C;Lycée général et technologique Auguste Renoir;PROVENCE-ALPES-COTE D'AZUR;ensemble;35.0;69.0;57.0;12.0;79.0;;;35;45;20
cumul 2020-2021;0060029Z;Lycée général et technologique Parc Imperial;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;58.0;54.0;51.0;3.0;57.0;;;58;23;19
cumul 2020-2021;0070001N;Lycée polyvalent public Boissy d'Anglas - Lycée des métiers de l'énergie et de ses utilisations;AUVERGNE-RHONE-ALPES;dont apprentis;37.0;71.0;69.0;2.0;82.0;;;37;45;18
cumul 2020-2021;0070031W;Lycée professionnel Marius Bouvier - Lycée des métiers de la prévention et de la protection;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2020-2021;0081047V;Lycée polyvalent Bazeilles - Lycée des métiers de l'hôtellerie-restauration et du tourisme;GRAND EST;dont apprentis;;;;;;;;;;
cumul 2020-2021;0120012Y;Lycée général et technologique Jean Vigo;OCCITANIE;ensemble;37.0;55.0;57.0;-2.0;61.0;;;37;35;28
cumul 2020-2021;0130036U;Lycée général et technologique Périer;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;39.0;56.0;54.0;2.0;59.0;;;39;34;27
cumul 2020-2021;0130064Z;Lycée professionnel Jean Baptiste Brochier - lycée des métiers de l'habillement, des soins et services à la personne et du tertiaire;PROVENCE-ALPES-COTE D'AZUR;ensemble;49.0;37.0;30.0;7.0;40.0;;;49;19;32
cumul 2020-2021;0130146N;Lycée professionnel Les Alpilles - lycée des métiers les Alpilles;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;42.0;40.0;36.0;4.0;53.0;;;42;23;35
cumul 2020-2021;0140052F;Lycée polyvalent Guillaume le Conquérant - Lycée des métiers de la gestion;NORMANDIE;ensemble;49.0;23.0;31.0;-8.0;43.0;;;49;12;39
cumul 2020-2021;0142178S;Lycée professionnel Jean Mermoz;NORMANDIE;dont élèves en voie pro sco;48.0;40.0;41.0;-1.0;52.0;;;48;21;31
cumul 2020-2021;0160020K;Lycée polyvalent Jean Monnet;NOUVELLE-AQUITAINE;ensemble;61.0;44.0;44.0;0.0;69.0;;;61;17;22
cumul 2020-2021;0170029P;Lycée général et technologique Léonce Vieljeux;NOUVELLE-AQUITAINE;ensemble;39.0;57.0;52.0;5.0;75.0;;;39;35;26
cumul 2020-2021;0171455P;Lycée polyvalent Marcel Dassault - Lycée des métiers de la plasturgie, de la productique et de l'outillage;NOUVELLE-AQUITAINE;dont apprentis;51.0;14.0;26.0;-12.0;64.0;;;51;7;42
cumul 2020-2021;0190010H;Lycée général et technologique Georges Cabanis;NOUVELLE-AQUITAINE;ensemble;43.0;65.0;56.0;9.0;66.0;;;43;37;20
cumul 2020-2021;0211986V;Lycée polyvalent Les Marcs d'Or - Lycée des métiers du bâtiment et des travaux publics;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;;;;
cumul 2020-2021;0212045J;Lycée polyvalent Marey;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;;;;
cumul 2020-2021;0220057T;Lycée général et technologique Ernest Renan;BRETAGNE;ensemble;40.0;43.0;55.0;-12.0;58.0;;;40;26;34
cumul 2020-2021;0220058U;Lycée polyvalent Chaptal;BRETAGNE;ensemble;49.0;55.0;48.0;7.0;65.0;;;49;28;23
cumul 2020-2021;0230008J;LP Public Delphine Gay, Lycée des Métiers de la coiffure, de l'esthétique et des services à la personne;NOUVELLE-AQUITAINE;dont apprentis;32.0;44.0;54.0;-10.0;63.0;;;32;30;38
cumul 2020-2021;0261505V;Lycée polyvalent Algoud-Laffemas - Lycée des métiers du numérique;AUVERGNE-RHONE-ALPES;dont apprentis;50.0;;;;;;;50;31;19
cumul 2020-2021;0270026G;Lycée polyvalent Louise Michel;NORMANDIE;dont apprentis;;;;;;;;;;
cumul 2020-2021;0271053Y;Lycée général et technologique privé Saint Adjutor;NORMANDIE;ensemble;52.0;32.0;38.0;-6.0;50.0;;;52;16;32
cumul 2020-2021;0271268G;Lycée professionnel Aristide Briand;NORMANDIE;ensemble;60.0;28.0;36.0;-7.0;38.0;;;60;11;29
cumul 2020-2021;0271282X;Lycée général et technologique privé Jeanne d'Arc - Saint Anselme;NORMANDIE;ensemble;61.0;;;;;;;61;19;20
cumul 2020-2021;0271582Y;Lycée général et technologique Marc Bloch;NORMANDIE;ensemble;21.0;86.0;74.0;12.0;95.0;;;21;68;11
cumul 2020-2021;0290098Z;Lycée général et technologique Cornouaille;BRETAGNE;ensemble;49.0;74.0;64.0;11.0;85.0;;;49;38;13
cumul 2020-2021;0290105G;Lycée professionnel Tristan Corbière - Lycée des métiers de l'aéronautique, de la mécatronique - Lycée des métiers du sanitaire et social;BRETAGNE;ensemble;66.0;39.0;43.0;-4.0;53.0;;;66;13;21
cumul 2020-2021;0300047N;Lycée polyvalent des Métiers d'Art Charles Gide;OCCITANIE;ensemble;55.0;29.0;26.0;3.0;45.0;;;55;13;32
cumul 2020-2021;0301210C;Lycée professionnel Voltaire;OCCITANIE;ensemble;38.0;33.0;29.0;4.0;50.0;;;38;21;41
cumul 2020-2021;0301552Z;Lycée général et technologique Philippe Lamour;OCCITANIE;ensemble;29.0;;;;;;;29;;
cumul 2020-2021;0310028M;Lycée général et technologique Vincent Auriol;OCCITANIE;dont élèves en voie pro sco;38.0;37.0;49.0;-12.0;61.0;;;38;23;39
cumul 2020-2021;0310044E;Lycée polyvalent Déodat de Séverac;OCCITANIE;dont élèves en voie pro sco;51.0;43.0;48.0;-5.0;55.0;;;51;21;28
cumul 2020-2021;0310091F;Lycée professionnel Stéphane Hessel;OCCITANIE;dont élèves en voie pro sco;57.0;28.0;30.0;-2.0;35.0;;;57;12;31
cumul 2020-2021;0332497K;Lycée professionnel privé Saint Vincent de Paul - Lycée des métiers de la communication, de la mode et des services aux personnes et aux entreprises;NOUVELLE-AQUITAINE;ensemble;50.0;29.0;29.0;0.0;39.0;;;50;15;35
cumul 2020-2021;0350032V;Lycée professionnel Louis Guilloux - Lycée des métiers de l'hôtellerie-restauration - Lycée des métiers de la mode;BRETAGNE;ensemble;61.0;42.0;38.0;3.0;47.0;;;61;16;23
cumul 2020-2021;0350062C;Lycée professionnel Maupertuis;BRETAGNE;dont apprentis;;;;;;;;;;
cumul 2020-2021;0350710G;Lycée général François-René de Chateaubriand;BRETAGNE;ensemble;;;;;;;;;;
cumul 2020-2021;0360024F;Lycée polyvalent Balzac-D'Alembert - Lycée des métiers du cuir et du transport;CENTRE-VAL DE LOIRE;ensemble;35.0;46.0;41.0;6.0;66.0;;;35;30;35
cumul 2020-2021;0371123V;Lycée professionnel Jean Chaptal;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;50.0;28.0;32.0;-4.0;43.0;;;50;14;36
cumul 2020-2021;0380018N;Lycée technologique privé Iser - Lycée des métiers du commerce, du social et des services à la personne;AUVERGNE-RHONE-ALPES;ensemble;52.0;54.0;56.0;-2.0;52.0;;;52;26;22
cumul 2020-2021;0380083J;Lycée polyvalent Galilée - Lycée des métiers de la chimie et des process industriels;AUVERGNE-RHONE-ALPES;ensemble;38.0;43.0;40.0;3.0;51.0;;;38;27;35
cumul 2020-2021;0382099A;Lycée polyvalent Roger Deschaux - Lycée des métiers de la construction du BTP et de l'énergetique;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;51.0;51.0;50.0;2.0;65.0;;;51;25;24
cumul 2020-2021;0382863F;Lycée polyvalent du Grésivaudan;AUVERGNE-RHONE-ALPES;dont apprentis;34.0;73.0;63.0;10.0;81.0;;;34;48;18
cumul 2020-2021;0390786T;Lycée polyvalent Pré Saint Sauveur;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;;;;
cumul 2020-2021;0390786T;Lycée polyvalent Pré Saint Sauveur;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;55.0;46.0;39.0;7.0;51.0;;;55;20;25
cumul 2020-2021;0400002K;Lycée polyvalent Gaston Crampe;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;;;;
cumul 2020-2021;0400007R;Lycée polyvalent de Borda;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;53.0;45.0;45.0;0.0;55.0;;;53;21;26
cumul 2020-2021;0400049L;Lycée professionnel Ambroise Croizat;NOUVELLE-AQUITAINE;ensemble;47.0;44.0;41.0;3.0;62.0;;;47;23;30
cumul 2020-2021;0410959V;Lycée général et technologique Camille Claudel;CENTRE-VAL DE LOIRE;ensemble;56.0;63.0;57.0;6.0;63.0;;;56;28;16
cumul 2020-2021;0420040R;Lycée général et technologique Claude Lebois - Lycée des métiers transport et logistique - Lycée des métiers chaudronnerie et usinage;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;44.0;80.0;68.0;12.0;73.0;;;44;44;12
cumul 2020-2021;0420049A;Lycée professionnel Benoît Charvet - Lycée des métiers du tertiaire - Lycée des métiers des soins à la personne;AUVERGNE-RHONE-ALPES;ensemble;50.0;38.0;37.0;1.0;45.0;;;50;19;31
cumul 2020-2021;0420049A;Lycée professionnel Benoît Charvet - Lycée des métiers du tertiaire - Lycée des métiers des soins à la personne;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52.0;35.0;34.0;1.0;42.0;;;52;17;31
cumul 2020-2021;0421020F;Lycée général privé Ensemble Scolaire La Salle - Site Saint Louis;AUVERGNE-RHONE-ALPES;ensemble;73.0;;;;;;;73;18;9
cumul 2020-2021;0430953C;Lycée polyvalent Emmanuel Chabrier;AUVERGNE-RHONE-ALPES;dont apprentis;38.0;78.0;77.0;1.0;91.0;;;38;49;13
cumul 2020-2021;0440005S;Lycée Polyvalent Guy Moquet - Etienne Lenoir;PAYS DE LA LOIRE;dont élèves en voie pro sco;40.0;47.0;42.0;5.0;57.0;;;40;28;32
cumul 2020-2021;0440029T;Lycée général et technologique Livet;PAYS DE LA LOIRE;dont apprentis;26.0;79.0;77.0;3.0;85.0;;;26;59;15
cumul 2020-2021;0440029T;Lycée général et technologique Livet;PAYS DE LA LOIRE;ensemble;47.0;74.0;66.0;8.0;79.0;;;47;39;14
cumul 2020-2021;0440035Z;Lycée professionnel Léonard de Vinci;PAYS DE LA LOIRE;dont élèves en voie pro sco;56.0;52.0;40.0;12.0;48.0;;;56;23;21
cumul 2020-2021;0440262W;Lycée professionnel privé Nazareth;PAYS DE LA LOIRE;ensemble;65.0;48.0;43.0;5.0;61.0;;;65;17;18
cumul 2020-2021;0442752C;Lycée polyvalent Aimé Césaire;PAYS DE LA LOIRE;ensemble;64.0;64.0;52.0;12.0;72.0;;;64;23;13
cumul 2020-2021;0450040Z;Lycée général et technologique en Forêt;CENTRE-VAL DE LOIRE;ensemble;32.0;59.0;55.0;4.0;59.0;;;32;40;28
cumul 2020-2021;0451067R;Lycée professionnel Jean Lurçat - Lycée des métiers de l'énergie, des structures métalliques et du tertiaire;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;46.0;51.0;43.0;8.0;60.0;;;46;27;27
cumul 2020-2021;0460529A;Lycée professionnel hôtelier Quercy-Périgord - Lycée des métiers de l'hôtellerie et restauration;OCCITANIE;dont apprentis;27.0;;;;;;;27;27;46
cumul 2020-2021;0470004Z;Lycée professionnel Antoine Lomet;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;53.0;36.0;33.0;3.0;48.0;;;53;17;30
cumul 2020-2021;0490005P;Lycée professionnel Simone Veil - Lycée des métiers de la santé et des services à la personne;PAYS DE LA LOIRE;ensemble;44.0;34.0;29.0;5.0;40.0;;;44;19;37
cumul 2020-2021;0490018D;Lycée polyvalent Europe Robert Schuman - Lycée des métiers de la gestion d'entreprise et du commerce à l'international;PAYS DE LA LOIRE;ensemble;47.0;56.0;53.0;4.0;61.0;;;47;30;23
cumul 2020-2021;0500017X;Lycée polyvalent Alexis de Tocqueville;NORMANDIE;ensemble;48.0;52.0;51.0;1.0;65.0;;;48;27;25
cumul 2020-2021;0520008B;Lycée professionnel Eugène Decomble;GRAND EST;dont élèves en voie pro sco;60.0;43.0;44.0;0.0;62.0;;;60;18;22
cumul 2020-2021;0540041B;Lycée général et technologique Georges de La Tour;GRAND EST;dont apprentis;41.0;69.0;73.0;-4.0;72.0;;;41;41;18
